Date,Reviews,Username,Stars,Helpful
30-Jun-18,"Great app, I would like to see Parking added to one of the quick searches with supermarkets and petrol stations etc. That would be helpful. Maybe also route preferences for the shortest route instead of just the quickest route.",Nilesh Mahendra,Rated 5 stars out of five stars,
29-Jun-18,"Struggles to figure out what direction you are traveling, continually tells you to make a u-turn in heavy traffic.",Mark Collins,Rated 2 stars out of five stars,
9-Jul-18,During navigation in my moto g5s plus tha object remains at one place and i am unable to use it,Mannu Rajput,Rated 1 stars out of five stars,
28-Jun-18,This doesn't work well on xiomi redmi note 5 pro.. It doesn't start the navigation.. Nd shows many problemm,Taran Samrala,Rated 1 stars out of five stars,
27-Jun-18,Google!! Please fix your GPS finder!! I use to love Google Maps navigation but over the past 2 months something has gone terribly wrong!,Gerick Mouton,Rated 3 stars out of five stars,
6-Jul-18,Version by version is getting worse. Too many ads and screen disruptions,Nikos Dimizas,Rated 1 stars out of five stars,1
18-Jul-18,Used to be great..destination in...instant directions..voice starts...now...takes about six tries in the middle of traffic before any directions start..I'm using something else..I'll have an accident trying to use it now...voice activation useless too.,daphne rollerson,Rated 3 stars out of five stars,
13-Jul-18,The phone gets switched off many times when google maps are turned on. Please remove the bug ASAP.,sathvik s,Rated 1 stars out of five stars,
28-Jun-18,The update removed the compass and put extra junk on screen which shrunk the screen size makes harder to read,Steve S,Rated 2 stars out of five stars,
24-Jun-18,all my saved places are now hidden and gtp very slow. you guys have stuffed it up.,Paul Richardson,Rated 1 stars out of five stars,
30-Jun-18,"When you pin a point to where you need to go too, its not very accurate on most roures.",Paul Balares,Rated 1 stars out of five stars,
6-Jul-18,"Unreliable, never helps when you need it most, navigation inaccurate, no good to use",Pramod Thaware,Rated 1 stars out of five stars,1
5-Jul-18,"I use it every day, I would be lost without it sometimes!!! The best app for directions or finding anything you need, especially out of town, when your unfamiliar with what's around you.",tricia thornhill,Rated 5 stars out of five stars,
30-Jun-18,After update i cannot see the traffic view. Why it is important to have location to view traffic?,Hassan Mohammad,Rated 3 stars out of five stars,
26-Jun-18,"I always use Google map but in some area's I have no service. Y'all need to make, ""Google Map"" where it will work , even without any service. Other than that it's a fantastic app!!!",Jennifer L,Rated 5 stars out of five stars,
8-Jul-18,"An additional speedometer based on GPS might be useful , few times roads suggested for driving a car may not be sufficient-probably ok for bikes",Karthik Subramanian,Rated 4 stars out of five stars,
10-Jul-18,Was good earlier. But now it's not detecting the location and showing location at a very far place. Remov this bug and make it good like before it was.,amp technologies,Rated 2 stars out of five stars,
28-Jun-18,It would be better if the speakers can voice out to give drivers the clear directions as to which road name or exit they have to make a turn later and the distance in approaching the next stop,Ecila Is,Rated 4 stars out of five stars,
26-Jun-18,"Search for ""joann fabrics fremont"" and it shows the total wrong location. It took me to that wrong location which was driving me crazy",A Google user,Rated 2 stars out of five stars,
26-Jun-18,Extremely poor performance on the latest version. Can't even perform a search and phone throws a not responding error.,Calvin Cheung,Rated 1 stars out of five stars,
29-Jun-18,It used to be much better for navigation. All the sudden it just lost its ability to find shortcuts.,Pat Wipatron,Rated 4 stars out of five stars,
25-Jun-18,Latest version is horrible. Sends you crazy routes. Reenter button unresponsive.,Campbell Haigh,Rated 1 stars out of five stars,1
28-Jun-18,"Rubbish, everytime I open this app, it defaults to showing local traffic conditions with black lines everywhere & I can't figure out how to turn this off & it's frustrating the hell out of me.",Ian Alexander,Rated 1 stars out of five stars,
28-Jun-18,"I hate you Google. It's been months since my Google maps app has worked..something I have relied on so much will not work anymore and when I call my cell phone company they tell me it sounds like a Google problem but yet it's impossible to get ahold of Google and my review didn't change anything...
Full Review",Ann Sunford,Rated 1 stars out of five stars,
25-Jun-18,"I'm beyond angry because of poor directions last minute "" u missed your exit? Or "" take a left,when in the right lane? Almost got me killed. On RT 41...70 - 75 mph ? With semi all around me.very rude drivers in Wisconsin,do not know how to merge or not talgate!!! :(",Ellen Doolittle,Rated 1 stars out of five stars,
23-Jun-18,Every since a new update this app is at NO Use...... the tracking dot doesn't move accurately where u are going and doesn't tell u where to go..... please fix!!!!,Joanna Lechuga,Rated 1 stars out of five stars,
2-Jul-18,"same issue after update, spawning me at some other location when i am at specific place.",Sim See Siang,Rated 2 stars out of five stars,
22-Jun-18,Location is set at horribly wrong place off by 900+km,Aneek Datta,Rated 2 stars out of five stars,1
30-Jun-18,Can't even see step by step and total miles anymore in preview on s7 edge anymore. Stop changing things.,sstboy,Rated 1 stars out of five stars,
10-Jul-18,Why block my view with uber ad.......no option to close the ad or even minimize it.......it is very annoying to have a permanent ad block half of my screen.,Elvis Nzerogu,Rated 1 stars out of five stars,
30-Jun-18,sometimes give wrong direction. have to go left and direct right and road name as well,Jiten Gopalka,Rated 4 stars out of five stars,
27-Jun-18,Not a fan of the latest update. I find it harder to dismiss the location info and see the whole map.,A Google user,Rated 4 stars out of five stars,
2-Jul-18,"Better now after update, but i would really like to have the option to customize my cycling and walking speed average. It would really make this app so much better!",Thiago Tirapelle,Rated 3 stars out of five stars,
5-Jul-18,Can someone please fix this stupid recentre bug already? It's driving me nuts!,Christian O.,Rated 2 stars out of five stars,
1-Jul-18,Loses GPS signal and does not keep up with driving. Multiple times directions were wrong.,firehawk409,Rated 1 stars out of five stars,
28-Jun-18,"Wth happened, it updated now when I search for things it doesn't show it on the map! Please fix this!",Derek Scott,Rated 1 stars out of five stars,
29-Jun-18,It tells me my destination and time frame but doesn't adjust as I'm moving,cassandre apple,Rated 1 stars out of five stars,
26-Jun-18,Why my phone couldn't update the newest version ? This is happening for maps and fb messenger,teguh santosa,Rated 2 stars out of five stars,
9-Jul-18,GPS doesn't show direction after hit the option direction active... You just see the route but doesn't proceed while your moving I hate this I'm using a Samsung 6 edge,THE CHOWE,Rated 1 stars out of five stars,
24-Jun-18,Latest update has killed speed. It now takes forever to load.,E. Jones,Rated 1 stars out of five stars,7
18-Jul-18,Ek dum bakwas app hai iske bharose koi city me na ghoome exact location hi nahi pata chalti hai kabhi bhi aur kahin bhi location change ho jati hai,shahbaz ali khan,Rated 1 stars out of five stars,
26-Jun-18,Gets me where I need to go! I especially like the written directions. With the help of someone it gives upcoming information so you kow what lane to use for an upcoming turn. It's great.,A Google user,Rated 4 stars out of five stars,
